ダウンロード実行日,2026年08月08日現在,件数,11376件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E02881","内国法人・組合","上場","有","2115","3月31日","日本ライフライン株式会社","Japan Lifeline Co., Ltd.","ニホンライフラインカブシキガイシャ","品川区東品川二丁目２番２０号","卸売業","75750","2010701020987"
"E02882","内国法人・組合","上場","有","238","1月20日","ピープル株式会社","People Co., Ltd.","ピープルカブシキガイシャ","中央区東日本橋２丁目１５番５号","その他製品","78650","8010001055217"
"E02887","内国法人・組合","非上場","有","310","3月31日","株式会社パルテック（定款上の商号　株式会社ＰＡＬＴＥＫ）","PALTEK CORPORATION","カブシキガイシャパルテック","横浜市港北区新横浜二丁目３番地１２","卸売業","","6020001011897"
"E02888","内国法人・組合","上場","有","3043","1月20日","株式会社タカショー","Takasho Co.,Ltd.","カブシキガイシャタカショー","海南市阪井４８９番地","卸売業","75900","2170001005748"
"E02889","内国法人・組合","上場","有","5099","3月31日","ＶＴホールディングス株式会社","VT HOLDINGS CO.,LTD.","ブイティホールディングスカブシキガイシャ","名古屋市中区錦三丁目１０番３２号","小売業","75930","5180001094556"
"E02890","内国法人・組合","非上場","有","3086","3月31日","株式会社エクセル","EXCEL CO., LTD.","カブシキガイシャエクセル","港区西新橋三丁目１２番１０号","卸売業","","2010401063122"
"E02891","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1414","","株式会社マルカ","","カブシキガイシャマルカ","大阪市中央区南新町二丁目２番５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8120901002091"
"E02892","内国法人・組合","上場","有","4157","2月末日","株式会社ＩＤＯＭ","IDOM Inc.","カブシキガイシャイドム","千代田区丸の内二丁目７番２号ＪＰタワー","卸売業","75990","1010001069520"
"E02893","内国法人・組合","非上場","無","60","3月31日","東京貴宝株式会社","Tokyo Kiho Co., Ltd.","トウキヨウキホウカブシキガイシャ","台東区東上野１－２６－２","卸売業","","9010501009209"
"E02894","内国法人・組合","上場","有","3001","3月31日","株式会社　日本エム・ディ・エム","Japan Medical Dynamic Marketing, INC.","カブシキガイシャニホンエムディエム","新宿区市谷台町１２番２号","精密機器","76000","8011101016199"
"E02895","内国法人・組合","上場","有","2820","3月31日","株式会社レダックス","Ledax Co., Ltd.","カブシキガイシャレダックス","千代田区紀尾井町４番１号　新紀尾井町ビル２Ｆ","卸売業","76020","2010601039038"
"E02896","内国法人・組合","上場","有","951","8月31日","株式会社進和","Shinwa Co., Ltd.","カブシキガイシャシンワ","名古屋市守山区苗代二丁目９番３号","卸売業","76070","2180001000574"
"E02897","内国法人・組合","上場","有","472","2月末日","株式会社エスケイジャパン","SK JAPAN CO., LTD.","カブシキガイシャエスケイジャパン","大阪市中央区谷町三丁目１番１８号","卸売業","76080","9120001075509"
"E02898","内国法人・組合","上場","有","2200","12月31日","ダイトロン株式会社","Daitron Co.,Ltd.","ダイトロンカブシキガイシャ","大阪市淀川区宮原４丁目６番１１号","卸売業","76090","9120001083156"
"E02899","内国法人・組合","非上場","無","3068","3月31日","株式会社Ｎｕｔｓ","Nuts Inc.","カブシキガイシャナッツ","港区東麻布３－３－１","卸売業","","6010401050975"
"E02900","内国法人・組合","上場","有","2144","12月31日","シークス株式会社","SIIX Corp.","シークスカブシキガイシャ","大阪市中央区備後町一丁目４番９号","卸売業","76130","7120001080989"
"E02902","内国法人・組合","上場","有","1073","3月31日","田中商事株式会社","TANAKA CO.,LTD","タナカショウジカブシキガイシャ","品川区南大井三丁目２番２号","卸売業","76190","8010701005900"
"E02903","内国法人・組合","上場","有","2291","2月末日","株式会社ＮａＩＴＯ","Naito&Co.,Ltd.","カブシキガイシャナイトウ","北区昭和町二丁目１番１１号","卸売業","76240","6011501003393"
"E02905","内国法人・組合","上場","有","1825","3月31日","株式会社オーハシテクニカ","OHASHI TECHNICA INC.","カブシキガイシャオーハシテクニカ","港区虎ノ門四丁目３番１３号","卸売業","76280","1010401088566"
"E02906","内国法人・組合","非上場","無","11194","3月31日","株式会社マクニカ","MACNICA, Inc.","カブシキガイシャマクニカ","横浜市港北区新横浜一丁目６番地３","卸売業","","2020001032286"
"E02909","内国法人・組合","上場","有","1124","3月31日","株式会社アイティフォー","ITFOR Inc","カブシキガイシャアイティフォー","千代田区一番町２１番地","情報・通信業","47430","3010001022865"
"E02910","内国法人・組合","非上場","無","697","3月31日","杉田エース株式会社","SUGITA ACE CO.,LTD","スギタエースカブシキガイシャ","墨田区緑二丁目１４番１５号","卸売業","","3010601011400"
"E02912","内国法人・組合","非上場","有","1819","3月31日","株式会社音通","ONTSU Co.,Ltd.","カブシキガイシャオンツウ","大阪市北区本庄東一丁目１番１０号","小売業","","9120901010556"
"E02913","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1243","","株式会社トーカン","","カブシキガイシャトーカン","名古屋市熱田区川並町４番８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8180001022373"
"E02917","内国法人・組合","上場","有","2323","3月31日","株式会社アスモ","ASMO CORPORATION","カブシキガイシャアスモ","新宿区西新宿２－４－１　新宿ＮＳビル２５階","卸売業","26540","9120001030926"
"E02920","内国法人・組合","上場","無","300","6月30日","アトムリビンテック株式会社","ATOM LIVIN TECH Co.,Ltd.","アトムリビンテックカブシキガイシャ","台東区入谷１丁目２７番４号","金属製品","34260","1010501007351"
"E02922","内国法人・組合","上場","有","2777","9月30日","株式会社イメージワン","ImageONE Co.,Ltd.","カブシキガイシャイメージワン","東京都品川区大崎一丁目６番３号","卸売業","26670","9011101002149"
"E02923","内国法人・組合","上場","有","414","2月末日","タビオ株式会社","Tabio Corporation","タビオ　カブシキガイシャ","大阪市浪速区難波中二丁目１０番７０号","卸売業","26680","8120001020754"
"E02924","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","プラス株式会社","","プラスカブシキガイシャ","港区虎ノ門四丁目１番２８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6010401066617"
"E02925","内国法人・組合","上場","有","19972","2月末日","株式会社エービーシー・マート","ABC-MART,INC.","カブシキガイシャエービーシーマート","渋谷区神南一丁目１１番５号","小売業","26700","2011001033515"
"E02927","内国法人・組合","上場","有","1209","3月31日","高千穂交易株式会社","TAKACHIHO KOHEKI  CO.,LTD.","タカチホコウエキカブシキガイシャ","新宿区四谷１－６－１","卸売業","26760","7011101012356"
"E02928","内国法人・組合","上場","有","607","6月30日","オルバヘルスケアホールディングス株式会社","OLBA HEALTHCARE HOLDINGS,INC.","オルバヘルスケアホールディングスカブシキガイシャ","岡山市北区下石井一丁目１番３号","卸売業","26890","7260001001915"
"E02931","内国法人・組合","非上場","有","4923","3月31日","伊藤忠食品株式会社","ITOCHU-SHOKUHIN Co., Ltd.","イトウチュウショクヒンカブシキガイシャ","大阪市中央区城見二丁目２番２２号","卸売業","","2120001077362"
"E02932","内国法人・組合","上場","有","1389","12月31日","ＹＫＴ株式会社","YKT CORPORATION","ワイケイティカブシキガイシャ","渋谷区代々木五丁目７番５号","卸売業","26930","6011001023677"
"E02934","内国法人・組合","上場","有","529","12月31日","木徳神糧株式会社","KITOKU SHINRYO CO., LTD.","キトクシンリョウカブシキガイシャ","中央区銀座七丁目２番２２号","卸売業","27000","4010001040882"
"E02937","内国法人・組合","非上場","有","1396","12月31日","日本ライトン株式会社","LITE-ON JAPAN LTD.","ニホンライトンカブシキガイシャ","千代田区外神田２－１６－２","卸売業","","9010001016382"
"E02938","内国法人・組合","上場","有","100","3月31日","株式会社久世","KUZE CO., LTD.","カブシキガイシャクゼ","豊島区東池袋二丁目２９番７号","卸売業","27080","7013301002723"
"E02939","内国法人・組合","非上場","有","598","3月31日","株式会社シーエスロジネット","CS LOGINET INC.","カブシキガイシャシーエスロジネット","名古屋市中川区舟戸町２番３７号","卸売業","","1180001020128"
"E02940","内国法人・組合","非上場","有","793","3月31日","プラマテルズ株式会社","Pla Matels Corporation","プラマテルズカブシキガイシャ","品川区北品川４－７－３５　御殿山トラストタワー５階","卸売業","","7010701019496"
"E02941","内国法人・組合","非上場","有","2142","3月31日","エレマテック株式会社","Elematec Corporation","エレマテックカブシキガイシャ","港区三田三丁目５番２７号　住友不動産三田ツインビル西館１９階","卸売業","","2010401017012"
"E02946","内国法人・組合","上場","有","2054","3月31日","株式会社トーメンデバイス","TOMEN DEVICES CORPORATION","カブシキガイシャ　トーメンデバイス","港区芝浦三丁目１番１号","卸売業","27370","4010001071688"
